path,kind,size,imports,imported_by,has_export,has_default_export
dist/ai_pod/mobile/deeplinks/android/assetlinks.json,file,318,0,0,false,false
dist/ai_pod/mobile/security/secureStorage.js,file,680,0,0,false,false
dist/ai_pod/mobile/shortcuts/ios.appintents.json,file,179,0,0,false,false
dist/ai_pod/prototypes/soul_v1/fsm.js,file,6974,0,0,false,false
dist/ai_pod/scripts/inject_sri.js,file,3148,0,0,false,false
dist/ai_pod/sources/sources_index.curated.md,file,37315,0,0,false,false
dist/ai_pod/sources/sources_index.md,file,39500,0,0,false,false
dist/ai_pod/syeddy-orchestrator.flagON.json,file,4362,0,0,false,false
dist/ai_pod/syeddy-orchestrator.json,file,4309,0,0,false,false
dist/ai_pod/tests/check_assets_licenses.js,file,3269,0,0,false,false
dist/ai_pod/tests/hardening-gate.mjs,file,0,0,0,false,false
dist/ai_pod/tests/laptops.spec.mjs,file,4069,1,0,false,false
dist/ai_pod/tests/mobile_check.js,file,1127,0,0,false,false
dist/ai_pod/tests/test_report.md,file,1253,0,0,false,false
dist/ai_pod/tokens/laptops.tokens.json,file,154,0,0,false,false
dist/ai_pod/validator.js,file,302,0,0,true,false
dist/app/AI Bradaa Soul prototype v1.html,file,15285,0,0,false,false
dist/app/assets/lottie/ai-bradaa-soul-inner.json,file,5919,0,0,false,false
dist/app/assets/lottie/ai-bradaa-soul.json,file,18202,0,0,false,false
dist/app/css/ai-pod-loading.css,file,0,0,0,false,false
dist/app/css/ai-pod-result.css,file,0,0,0,false,false
dist/app/css/tokens.css,file,0,0,0,false,false
dist/app/i18n/en.json,file,315,0,0,false,false
dist/app/i18n/ms.json,file,347,0,0,false,false
dist/app/index.v15.2.html,file,250721,0,0,false,false
dist/app/js/ai-pod-loader.js,file,288,3,0,false,false
dist/app/js/ai-pod-v2-pro.js,file,0,0,0,false,false
dist/app/js/aipod/ai-pod-view.js,file,2,0,0,false,false
dist/app/js/aipod/fluid-core.js,file,0,0,0,false,false
dist/app/js/aipod/intel-cards.js,file,5414,1,1,true,false
dist/app/js/aipod/loading-controller.js,file,2,0,0,false,false
dist/app/js/aipod/mock-provider.js,file,121,0,0,true,false
dist/app/js/aipod/progress-ring.js,file,0,0,0,false,false
dist/app/js/aipod/provider-proxy.js,file,1412,0,0,false,false
dist/app/js/aipod/result-view.js,file,0,0,0,false,false
dist/app/js/aipod/runtime-lite.js,file,7623,0,3,true,true
dist/app/js/aipod/runtime.js,file,2456,0,0,false,true
dist/app/js/aipod/tools-wire.js,file,8099,1,1,true,false
dist/app/js/bradaa-flags.js,file,254,0,0,false,false
dist/app/js/CSS.html,file,9934,0,0,false,false
dist/app/js/deck-emit-shim.js,file,0,0,0,false,false
dist/app/js/i18n.js,file,418,0,0,true,false
dist/app/js/legacy-deck-emit-shim.js,file,128,0,0,false,false
dist/app/js/soul.js,file,5701,0,0,false,false
dist/assets/lottie/ai-bradaa-soul-inner.json,file,5919,0,0,false,false
dist/assets/lottie/ai-bradaa-soul.json,file,18202,0,0,false,false
dist/build-meta.json,file,129,0,0,true,false
dist/css/ai-pod-loading.css,file,0,0,0,false,false
dist/css/ai-pod-result.css,file,0,0,0,false,false
dist/css/tokens.css,file,0,0,0,false,false
dist/data/fallbackLaptops.json,file,38671,0,0,false,false
dist/data/Laptop Catelogue/data/laptops/appendix65.json,file,144603,0,0,false,false
dist/data/Laptop Catelogue/data/laptops/index.json,file,304,0,0,false,false
dist/data/Laptop Catelogue/data/laptops/schema.json,file,2745,0,0,false,false
dist/data/Laptop Catelogue/data/laptops/shortlist35.json,file,77588,0,0,false,false
dist/data/Laptop Catelogue/data/laptops/top10.json,file,22133,0,0,false,false
dist/data/Laptop Catelogue/data/laptops/top100.json,file,222189,0,0,false,false
dist/data/Laptop Catelogue/README.md,file,351,0,0,false,false
dist/data/Laptop Catelogue/scripts/fetch/auto/fetch_prices.js,file,184,0,0,false,false
dist/data/Laptop Catelogue/scripts/validate/validator.js,file,705,0,0,false,false
dist/data/laptops.json,file,68777,0,0,false,false
dist/data/laptops.schema.json,file,649,0,0,false,false
dist/index.html,file,250721,0,0,false,false
dist/js/ai-pod-loader.js,file,288,3,0,false,false
dist/js/ai-pod-v2-pro.js,file,0,0,0,false,false
dist/js/aipod/ai-pod-view.js,file,2,0,0,false,false
dist/js/aipod/fluid-core.js,file,0,0,0,false,false
dist/js/aipod/intel-cards.js,file,5414,1,1,true,false
dist/js/aipod/loading-controller.js,file,2,0,0,false,false
dist/js/aipod/mock-provider.js,file,121,0,0,true,false
dist/js/aipod/progress-ring.js,file,0,0,0,false,false
dist/js/aipod/provider-proxy.js,file,1412,0,0,false,false
dist/js/aipod/result-view.js,file,0,0,0,false,false
dist/js/aipod/runtime-lite.js,file,7623,0,3,true,true
dist/js/aipod/runtime.js,file,2456,0,0,false,true
dist/js/aipod/tools-wire.js,file,8099,1,1,true,false
dist/js/bradaa-flags.js,file,254,0,0,false,false
dist/js/CSS.html,file,9934,0,0,false,false
dist/js/deck-emit-shim.js,file,0,0,0,false,false
dist/js/i18n.js,file,418,0,0,true,false
dist/js/legacy-deck-emit-shim.js,file,128,0,0,false,false
dist/js/soul.js,file,5701,0,0,false,false
dist/pwa/manifest.json,file,1039,0,0,false,false
dist/pwa/service-worker.js,file,1692,0,0,false,false
dist/sw.js,file,377,0,0,false,false
docs/adrs/ADR-001.md,file,349,0,0,false,false
docs/adrs/README.md,file,54,0,0,false,false
docs/ARCHITECTURE.md,file,568,0,0,false,false
docs/RISKS.md,file,478,0,0,false,false
features/analytics/types/analytics.d.ts,file,245,0,0,false,false
features/laptops/types/laptops.d.ts,file,626,0,0,false,false
features/shared/types/mentorLenses.d.ts,file,261,0,0,false,false
governance/playbooks/change_management.md,file,1189,0,0,false,false
governance/playbooks/incident_response.md,file,876,0,0,false,false
governance/schemas/master_operation.schema.json,file,3997,0,0,false,false
governance/templates/PULL_REQUEST_TEMPLATE.md,file,560,0,0,false,false
IMPLEMENTATION-SUMMARY.md,file,11623,0,0,false,false
jest.config.json,file,664,0,0,false,false
lib/links/marketplaces.js,file,875,0,0,true,false
master_blueprint_repository.json,file,3088,0,0,false,false
MENTOR_SCORECARD.md,file,12301,0,0,false,false
MIGRATION.md,file,1544,0,0,false,false
netlify/functions/ai.js,file,362,1,0,true,false
netlify/functions/ai.mjs,file,2723,0,1,true,false
netlify/functions/beacon.js,file,0,0,0,false,false
netlify/functions/gemini.js,file,0,0,0,false,false
netlify/functions/laptops-refresh.js,file,0,0,0,false,false
netlify/functions/laptops.js,file,2823,1,0,true,false
netlify/functions/websearch.js,file,1304,0,0,false,false
package-lock.json,file,609472,0,0,false,false
package.json,file,3349,1,0,false,false
playwright.config.ts,file,385,0,0,true,true
privacy.md,file,273,0,0,true,false
public/index.html,file,0,0,0,false,false
public/lottie/ai-bradaa-soul-inner.json,file,6048,0,0,false,false
pwa/manifest.json,file,1039,0,0,false,false
pwa/service-worker.js,file,1692,0,0,false,false
README-RUNBOOK.md,file,10175,0,0,false,false
README.md,file,669,0,0,false,false
READOUT.md,file,2267,0,0,false,false
ROLLBACK.md,file,403,0,0,false,false
scripts/apply_hooks.mjs,file,0,0,0,false,false
scripts/audit-css.mjs,file,0,0,0,false,false
scripts/build.js,file,3070,0,0,true,false
scripts/data_ttl_sweeper.mjs,file,945,0,0,false,false
scripts/ensure-css-links.mjs,file,0,0,0,false,false
scripts/ensure-fonts.mjs,file,0,0,0,false,false
scripts/ensure-vendors.mjs,file,0,0,0,false,false
scripts/fix_fonts.mjs,file,0,0,0,false,false
scripts/homepage_repair.mjs,file,0,0,0,false,false
scripts/link_check.mjs,file,1562,0,0,false,false
scripts/local/analyze-step-0.mjs,file,8839,0,0,false,false
scripts/local/analyze-step-1.mjs,file,6194,0,0,false,false
scripts/make-tailwind-input.mjs,file,0,0,0,false,false
scripts/migrate-inline.mjs,file,0,0,0,false,false
scripts/migrate_to_target_tree.mjs,file,1108,0,0,false,false
scripts/patch-tailwind-config.mjs,file,0,0,0,false,false
scripts/prompt_lint.mjs,file,842,0,0,false,false
scripts/rollback.mjs,file,262,0,0,false,false
scripts/run-lint.js,file,877,0,0,false,false
scripts/schema_validate.mjs,file,849,0,0,false,false
scripts/secrets_scan.mjs,file,511,0,0,false,false
scripts/serve.js,file,1937,0,0,false,false
scripts/smoke-ai.js,file,0,0,0,false,false
scripts/update-laptops.mjs,file,882,0,0,false,false
SECURITY.md,file,346,0,0,false,false
src/ai/constants.js,file,0,0,0,false,false
src/data/fallbackLaptops.js,file,9633,1,2,true,true
src/error-handling.ts,file,136,0,2,false,false
src/features/analytics/hooks/trackingHooks.ts,file,534,1,0,true,false
src/features/analytics/services/analytics.ts,file,949,0,2,true,false
src/features/analytics/services/analytics.tsx,file,938,0,0,true,false
src/features/analytics/utils/ErrorBoundary.tsx,file,675,0,1,false,false
src/features/analytics/utils/trackingHOCs.tsx,file,1448,2,0,true,false
src/features/cameras/domain/cameraDomainService.ts,file,3090,0,1,false,false
src/features/cameras/infrastructure/cameraRepository.ts,file,3823,0,1,true,false
src/features/cameras/infrastructure/cameraStore.ts,file,3899,2,0,true,false
src/features/laptops/components/LaptopCard.tsx,file,1774,0,1,true,true
src/features/laptops/components/LaptopFilters.tsx,file,4045,0,2,false,false
src/features/laptops/components/LaptopsInfiniteScroll.tsx,file,1316,3,1,true,false
src/features/laptops/components/LaptopsView.tsx,file,1442,4,0,false,false
src/features/laptops/domain/laptopDomainService.ts,file,3133,0,1,true,false
src/features/laptops/domain/laptopsState.ts,file,2199,2,1,true,false
src/features/laptops/infrastructure/laptopRepository.ts,file,3871,0,1,true,false
src/features/laptops/infrastructure/laptopStore.ts,file,3955,2,0,true,false
src/features/laptops/services/laptopsApi.ts,file,414,1,1,false,false
src/features/laptops/services/laptopsHooks.ts,file,661,3,2,true,false
src/features/laptops/types/laptops.ts,file,285,0,3,false,false
src/features/laptops/utils/filterHooks.ts,file,2338,2,1,true,false
src/features/shared/components/CustomButton.tsx,file,291,0,0,true,false
src/features/shared/components/CustomGrid.tsx,file,693,0,2,true,false
src/features/shared/components/Grid.tsx,file,422,0,2,false,true
src/features/shared/components/QueryProvider.tsx,file,516,1,0,true,false
src/features/shared/components/StyledGrid.tsx,file,448,0,0,true,false
src/features/shared/domain/types.ts,file,2958,0,1,true,false
src/features/shared/services/queryClient.ts,file,1290,0,2,true,false
src/features/shared/theme/ThemeProvider.tsx,file,2360,0,0,true,true
src/features/smartphones/domain/smartphoneDomainService.ts,file,9223,0,2,false,false
src/features/smartphones/domain/__tests__/smartphoneDomainService.test.ts,file,5495,1,0,false,false
src/features/smartphones/infrastructure/smartphoneRepository.ts,file,2992,0,1,true,false
src/features/smartphones/infrastructure/smartphoneStore.ts,file,4031,2,4,true,false
src/features/smartphones/presentation/components/SmartphoneComparison.tsx,file,12628,3,0,true,false
src/features/smartphones/presentation/components/SmartphoneDetail.tsx,file,6607,2,0,false,false
src/features/smartphones/presentation/components/SmartphoneFilters.tsx,file,5373,2,0,true,false
src/features/smartphones/presentation/components/SmartphoneList.tsx,file,3569,2,0,false,false
src/features/smartphones/presentation/services/smartphoneUIService.ts,file,2586,2,0,true,false
src/lib/ai/index.js,file,0,0,0,false,false
src/scripts/api.js,file,6471,3,1,true,false
src/scripts/app.js,file,1570,5,0,false,false
src/scripts/events.js,file,4506,1,1,true,false
src/scripts/filters.js,file,1080,1,1,false,false
src/scripts/prompts.js,file,2750,0,1,true,false
src/scripts/state.js,file,1324,1,5,true,false
src/scripts/ui.js,file,14926,1,1,false,false
src/service-worker-types.d.ts,file,215,0,0,true,false
src/serviceWorkerRegistration.ts,file,1607,0,0,true,false
src/shared/config/flags.js,file,0,0,0,false,false
src/shared/copy/strings.js,file,0,0,0,false,false
src/shared/utils/analytics.js,file,0,0,0,false,false
src/shared/utils/marketplaces.js,file,0,0,0,false,false
src/shared/utils/money.js,file,0,0,0,false,false
src/types/global.d.ts,file,423,0,0,true,true
src/types/messages.d.ts,file,236,0,0,false,false
src/types/mui.d.ts,file,718,0,0,true,true
src/types/utils.d.ts,file,117,0,0,false,false
sw.js,file,377,0,0,false,false
Syeddy Orchestrator/Appendix_74_Mentor_Audit_for_Project_Instructions_v2.md,file,9327,0,0,false,false
Syeddy Orchestrator/Council Lenses Mentor Board.json,file,60844,0,0,false,false
Syeddy Orchestrator/LENS_COVERAGE_V1_summary.md,file,259,0,0,false,false
Syeddy Orchestrator/Master Operation Config.json,file,4354,0,0,false,false
Syeddy Orchestrator/MASTER_UNIVERSAL_BLUEPRINT.json,file,8149,0,0,false,false
Syeddy Orchestrator/mentors_enriched.json,file,248342,0,0,false,false
Syeddy Orchestrator/sources_index.curated.md,file,37315,0,0,false,false
Syeddy Orchestrator/sources_index.md,file,39500,0,0,false,false
Syeddy Orchestrator/syeddy-orchestrator.flagON.json,file,4156,0,0,false,false
Syeddy Orchestrator/syeddy-orchestrator.json,file,4104,0,0,false,false
Syeddy Orchestrator/test_report.md,file,1253,0,0,false,false
Syeddy Orchestrator/validator.js,file,302,0,0,true,false
test-results/.last-run.json,file,48,0,0,false,false
tests/a11y/axe.smoke.mjs,file,1412,0,0,false,false
tests/deck/telemetry-harvest.mjs,file,1085,0,0,false,false
tests/e2e/playwright/homepage.smoke.spec.ts,file,4256,0,0,false,false
tests/e2e/smoke.spec.mjs,file,913,0,0,false,false
tests/fixtures/deck_sample.md,file,212,0,0,false,false
tests/perf/lighthouse.config.cjs,file,138,0,0,true,false
tests/perf/run-lh.mjs,file,1375,0,0,false,false
tsconfig.eslint.json,file,139,0,0,false,false
tsconfig.jest.json,file,438,0,0,false,false
tsconfig.json,file,973,0,0,false,false
workbox-config.js,file,399,0,0,true,false
__tests__/laptopsState.test.ts,file,2607,2,0,false,false
